"id:ID","name","uri"
"298","coding","http://id.d4k.dk/dataset/bc_template/base_observation/test/coding"
"299","coding","http://id.d4k.dk/dataset/bc_template/base_observation/position/coding"
"300","coding","http://id.d4k.dk/dataset/bc_template/base_observation/site_of_administration/coding"
"301","coding","http://id.d4k.dk/dataset/bc_template/base_observation/laterality/coding"
"302","coding","http://id.d4k.dk/dataset/bc_template/base_observation/method/coding"
"303","date_time","http://id.d4k.dk/dataset/bc_template/base_observation/date_time/date_time"
"304","quantity","http://id.d4k.dk/dataset/bc_template/base_observation/result/quantity"
"305","coding","http://id.d4k.dk/dataset/bc_template/base_observation/result/coding"
"306","string","http://id.d4k.dk/dataset/bc_template/base_observation/result_other/string"
"307","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/test/coding"
"308","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/position/coding"
"309","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/site_of_administration/coding"
"310","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/laterality/coding"
"311","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/directionality/coding"
"312","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/method/coding"
"313","date_time","http://id.d4k.dk/dataset/bc_template/base_laboratory/date_time/date_time"
"314","quantity","http://id.d4k.dk/dataset/bc_template/base_laboratory/result/quantity"
"315","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/result/coding"
"316","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/specimen/coding"
"317","coding","http://id.d4k.dk/dataset/bc_template/event_observation/event_type/coding"
"318","codeable_concept","http://id.d4k.dk/dataset/bc_template/event_observation/event/codeable_concept"
"319","coding","http://id.d4k.dk/dataset/bc_template/event_observation/serious_event/coding"
"320","coding","http://id.d4k.dk/dataset/bc_template/event_observation/severity/coding"
"321","coding","http://id.d4k.dk/dataset/bc_template/event_observation/causality/coding"
"322","coding","http://id.d4k.dk/dataset/bc_template/event_observation/relationship_to_non-study_treatment/coding"
"323","coding","http://id.d4k.dk/dataset/bc_template/event_observation/action_taken/coding"
"324","coding","http://id.d4k.dk/dataset/bc_template/event_observation/other_action_taken/coding"
"325","coding","http://id.d4k.dk/dataset/bc_template/event_observation/concomitant_or_additional_treatment_given/coding"
"326","coding","http://id.d4k.dk/dataset/bc_template/event_observation/outcome/coding"
"327","coding","http://id.d4k.dk/dataset/bc_template/event_observation/pattern_of_event/coding"
"328","coding","http://id.d4k.dk/dataset/bc_template/event_observation/hospitalization_required/coding"
"329","coding","http://id.d4k.dk/dataset/bc_template/event_observation/is_life_threatening/coding"
"330","coding","http://id.d4k.dk/dataset/bc_template/event_observation/occurred_with_overdose/coding"
"331","coding","http://id.d4k.dk/dataset/bc_template/event_observation/other_medically_important_serious_event/coding"
"332","coding","http://id.d4k.dk/dataset/bc_template/event_observation/involves_cancer/coding"
"333","coding","http://id.d4k.dk/dataset/bc_template/event_observation/results_in_death/coding"
"334","coding","http://id.d4k.dk/dataset/bc_template/event_observation/standard_toxicity_grade/coding"
"335","date_time","http://id.d4k.dk/dataset/bc_template/event_observation/start_date_time/date_time"
"336","date_time","http://id.d4k.dk/dataset/bc_template/event_observation/end_date_time/date_time"
"337","coding","http://id.d4k.dk/dataset/bc_template/event_observation/location_of_event/coding"
"338","coding","http://id.d4k.dk/dataset/bc_template/event_observation/congenital_anomaly_or_birth_defect/coding"
"339","coding","http://id.d4k.dk/dataset/bc_template/event_observation/persist_or_significant_disability/incapacity/coding"
"340","coding","http://id.d4k.dk/dataset/bc_template/intervention/intervention_type/coding"
"341","codeable_concept","http://id.d4k.dk/dataset/bc_template/intervention/intervention/codeable_concept"
"342","date_time","http://id.d4k.dk/dataset/bc_template/intervention/start_date_time/date_time"
"343","date_time","http://id.d4k.dk/dataset/bc_template/intervention/end_date_time/date_time"
"344","coding","http://id.d4k.dk/dataset/bc_instance/exposure/drug_exposure/coding"
"345","codeable_concept","http://id.d4k.dk/dataset/bc_instance/exposure/intervention/codeable_concept"
"346","date_time","http://id.d4k.dk/dataset/bc_instance/exposure/start_date_time/date_time"
"347","date_time","http://id.d4k.dk/dataset/bc_instance/exposure/end_date_time/date_time"
"348","coding","http://id.d4k.dk/dataset/bc_instance/adverse_event/event_type/coding"
"349","codeable_concept","http://id.d4k.dk/dataset/bc_instance/adverse_event/event/codeable_concept"
"350","coding","http://id.d4k.dk/dataset/bc_instance/adverse_event/serious_event/coding"
"351","date_time","http://id.d4k.dk/dataset/bc_instance/adverse_event/start_date_time/date_time"
"352","date_time","http://id.d4k.dk/dataset/bc_instance/adverse_event/end_date_time/date_time"
"353","coding","http://id.d4k.dk/dataset/bc_instance/glucose/test/coding"
"354","coding","http://id.d4k.dk/dataset/bc_instance/glucose/specimen/coding"
"355","quantity","http://id.d4k.dk/dataset/bc_instance/glucose/result/quantity"
"356","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/test/coding"
"357","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/specimen/coding"
"358","quantity","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/result/quantity"
"359","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/test/coding"
"360","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/specimen/coding"
