"id:ID","name","uri"
"5","Exposure","http://id.d4k.dk/dataset/bc_instance/exposure"
"6","Adverse Event","http://id.d4k.dk/dataset/bc_instance/adverse_event"
"7","Glucose","http://id.d4k.dk/dataset/bc_instance/glucose"
"8","Glucose in blood","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood"
"9","Glucose in serum","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum"
"10","Glucose in urine","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine"
"11","Race","http://id.d4k.dk/dataset/bc_instance/race"
"12","Sex","http://id.d4k.dk/dataset/bc_instance/sex"
"13","Age","http://id.d4k.dk/dataset/bc_instance/age"
"14","Ethnicity","http://id.d4k.dk/dataset/bc_instance/ethnicity"
"15","Neck Circumference","http://id.d4k.dk/dataset/bc_instance/neck_circumference"
"16","Diastolic Blood Pressure","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure"
"17","Systolic Blood Pressure","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure"
"18","Peripheral Body Temperature","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature"
"19","Fraction of Inspired Oxygen","http://id.d4k.dk/dataset/bc_instance/fraction_of_inspired_oxygen"
"20","Weight","http://id.d4k.dk/dataset/bc_instance/weight"
"21","Fetal Mandibular Length","http://id.d4k.dk/dataset/bc_instance/fetal_mandibular_length"
"22","Height","http://id.d4k.dk/dataset/bc_instance/height"
"23","Total Body Length","http://id.d4k.dk/dataset/bc_instance/total_body_length"
"24","Heart Rate","http://id.d4k.dk/dataset/bc_instance/heart_rate"
"25","Oxygen Saturation/Fraction Inspired O2","http://id.d4k.dk/dataset/bc_instance/oxygen_saturation/fraction_inspired_o2"
"26","Forearm Circumference","http://id.d4k.dk/dataset/bc_instance/forearm_circumference"
"27","Basal Metabolic Rate","http://id.d4k.dk/dataset/bc_instance/basal_metabolic_rate"
"28","Maximum Predicted Heart Rate","http://id.d4k.dk/dataset/bc_instance/maximum_predicted_heart_rate"
"29","Pulse Rate","http://id.d4k.dk/dataset/bc_instance/pulse_rate"
"30","Abdominal Skinfold Thickness","http://id.d4k.dk/dataset/bc_instance/abdominal_skinfold_thickness"
"31","Body Surface Area","http://id.d4k.dk/dataset/bc_instance/body_surface_area"
"32","Respiratory Rate","http://id.d4k.dk/dataset/bc_instance/respiratory_rate"
"33","Total Body Water Measurement","http://id.d4k.dk/dataset/bc_instance/total_body_water_measurement"
"34","Fetal Heart Rate","http://id.d4k.dk/dataset/bc_instance/fetal_heart_rate"
"35","Ideal Body Weight","http://id.d4k.dk/dataset/bc_instance/ideal_body_weight"
"36","BMI","http://id.d4k.dk/dataset/bc_instance/bmi"
"37","Fetal Estimated Weight","http://id.d4k.dk/dataset/bc_instance/fetal_estimated_weight"
"38","Lean Body Mass","http://id.d4k.dk/dataset/bc_instance/lean_body_mass"
"39","Triceps Skinfold Thicknesss","http://id.d4k.dk/dataset/bc_instance/triceps_skinfold_thicknesss"
"40","Mandibular Length","http://id.d4k.dk/dataset/bc_instance/mandibular_length"
"41","Energy Expenditure","http://id.d4k.dk/dataset/bc_instance/energy_expenditure"
"42","Sagittal Abdominal Diameter","http://id.d4k.dk/dataset/bc_instance/sagittal_abdominal_diameter"
"43","Head Circumference","http://id.d4k.dk/dataset/bc_instance/head_circumference"
"44","Mid-Upper Arm Circumference","http://id.d4k.dk/dataset/bc_instance/mid-upper_arm_circumference"
"45","Fetal Sagittal Abdominal Diameter","http://id.d4k.dk/dataset/bc_instance/fetal_sagittal_abdominal_diameter"
"46","Ulnar Length","http://id.d4k.dk/dataset/bc_instance/ulnar_length"
"47","Temperature","http://id.d4k.dk/dataset/bc_instance/temperature"
"48","Pulse Pressure","http://id.d4k.dk/dataset/bc_instance/pulse_pressure"
"49","Fetal Head Circumference","http://id.d4k.dk/dataset/bc_instance/fetal_head_circumference"
"50","Body Fat Measurement","http://id.d4k.dk/dataset/bc_instance/body_fat_measurement"
"51","Mean Arterial Pressure","http://id.d4k.dk/dataset/bc_instance/mean_arterial_pressure"
"52","Oxygen Saturation Measurement","http://id.d4k.dk/dataset/bc_instance/oxygen_saturation_measurement"
"53","Knee to Heel Length Measurement","http://id.d4k.dk/dataset/bc_instance/knee_to_heel_length_measurement"
"54","Estimated Body Weight","http://id.d4k.dk/dataset/bc_instance/estimated_body_weight"
"55","Hip Circumference","http://id.d4k.dk/dataset/bc_instance/hip_circumference"
"56","Core Body Temperature","http://id.d4k.dk/dataset/bc_instance/core_body_temperature"
"57","Waist Circumference","http://id.d4k.dk/dataset/bc_instance/waist_circumference"
"58","Waist-Hip Ratio","http://id.d4k.dk/dataset/bc_instance/waist-hip_ratio"
"59","Body Frame Size","http://id.d4k.dk/dataset/bc_instance/body_frame_size"
"60","Chest Circumference","http://id.d4k.dk/dataset/bc_instance/chest_circumference"
"61","Subscapular Skinfold Thickness","http://id.d4k.dk/dataset/bc_instance/subscapular_skinfold_thickness"
"62","Electrocardiogram Interpretation","http://id.d4k.dk/dataset/bc_instance/electrocardiogram_interpretation"
