"id:ID","name","collect","enabled","uri"
"107","Drug Exposure","False","True","https://bc.d4k.dk/bc_instance/exposure/drug_exposure"
"108","Intervention","False","True","https://bc.d4k.dk/bc_instance/exposure/intervention"
"109","Start Date Time","False","True","https://bc.d4k.dk/bc_instance/exposure/start_date_time"
"110","End Date Time","False","True","https://bc.d4k.dk/bc_instance/exposure/end_date_time"
"111","Event Type","False","True","https://bc.d4k.dk/bc_instance/adverse_event/event_type"
"112","Event","False","True","https://bc.d4k.dk/bc_instance/adverse_event/event"
"113","Serious Event","False","True","https://bc.d4k.dk/bc_instance/adverse_event/serious_event"
"114","Start Date Time","False","True","https://bc.d4k.dk/bc_instance/adverse_event/start_date_time"
"115","End Date Time","False","True","https://bc.d4k.dk/bc_instance/adverse_event/end_date_time"
"116","Test","False","True","https://bc.d4k.dk/bc_instance/glucose/test"
"117","Specimen","True","True","https://bc.d4k.dk/bc_instance/glucose/specimen"
"118","Result","True","True","https://bc.d4k.dk/bc_instance/glucose/result"
"119","Test","False","True","https://bc.d4k.dk/bc_instance/glucose_in_blood/test"
"120","Specimen","True","True","https://bc.d4k.dk/bc_instance/glucose_in_blood/specimen"
"121","Result","True","True","https://bc.d4k.dk/bc_instance/glucose_in_blood/result"
"122","Test","False","True","https://bc.d4k.dk/bc_instance/glucose_in_serum/test"
"123","Specimen","True","True","https://bc.d4k.dk/bc_instance/glucose_in_serum/specimen"
"124","Result","True","True","https://bc.d4k.dk/bc_instance/glucose_in_serum/result"
"125","Test","False","True","https://bc.d4k.dk/bc_instance/glucose_in_urine/test"
"126","Specimen","True","True","https://bc.d4k.dk/bc_instance/glucose_in_urine/specimen"
"127","Result","True","True","https://bc.d4k.dk/bc_instance/glucose_in_urine/result"
"128","Test","False","True","https://bc.d4k.dk/bc_instance/race/test"
"129","Date Time","False","True","https://bc.d4k.dk/bc_instance/race/date_time"
"130","Result","True","True","https://bc.d4k.dk/bc_instance/race/result"
"131","Result Other","True","True","https://bc.d4k.dk/bc_instance/race/result_other"
"132","Test","False","True","https://bc.d4k.dk/bc_instance/sex/test"
"133","Date Time","False","True","https://bc.d4k.dk/bc_instance/sex/date_time"
