"id:ID","name","uri"
"5","Exposure","https://bc.d4k.dk/bc_instance/exposure"
"6","Adverse Event","https://bc.d4k.dk/bc_instance/adverse_event"
"7","Glucose","https://bc.d4k.dk/bc_instance/glucose"
"8","Glucose in blood","https://bc.d4k.dk/bc_instance/glucose_in_blood"
"9","Glucose in serum","https://bc.d4k.dk/bc_instance/glucose_in_serum"
"10","Glucose in urine","https://bc.d4k.dk/bc_instance/glucose_in_urine"
"11","Race","https://bc.d4k.dk/bc_instance/race"
"12","Sex","https://bc.d4k.dk/bc_instance/sex"
"13","Age","https://bc.d4k.dk/bc_instance/age"
"14","Ethnicity","https://bc.d4k.dk/bc_instance/ethnicity"
"15","Neck Circumference","https://bc.d4k.dk/bc_instance/neck_circumference"
"16","Diastolic Blood Pressure","https://bc.d4k.dk/bc_instance/diastolic_blood_pressure"
"17","Systolic Blood Pressure","https://bc.d4k.dk/bc_instance/systolic_blood_pressure"
"18","Peripheral Body Temperature","https://bc.d4k.dk/bc_instance/peripheral_body_temperature"
"19","Fraction of Inspired Oxygen","https://bc.d4k.dk/bc_instance/fraction_of_inspired_oxygen"
"20","Weight","https://bc.d4k.dk/bc_instance/weight"
"21","Fetal Mandibular Length","https://bc.d4k.dk/bc_instance/fetal_mandibular_length"
"22","Height","https://bc.d4k.dk/bc_instance/height"
"23","Total Body Length","https://bc.d4k.dk/bc_instance/total_body_length"
"24","Heart Rate","https://bc.d4k.dk/bc_instance/heart_rate"
"25","Oxygen Saturation/Fraction Inspired O2","https://bc.d4k.dk/bc_instance/oxygen_saturation/fraction_inspired_o2"
"26","Forearm Circumference","https://bc.d4k.dk/bc_instance/forearm_circumference"
"27","Basal Metabolic Rate","https://bc.d4k.dk/bc_instance/basal_metabolic_rate"
"28","Maximum Predicted Heart Rate","https://bc.d4k.dk/bc_instance/maximum_predicted_heart_rate"
"29","Pulse Rate","https://bc.d4k.dk/bc_instance/pulse_rate"
"30","Abdominal Skinfold Thickness","https://bc.d4k.dk/bc_instance/abdominal_skinfold_thickness"
"31","Body Surface Area","https://bc.d4k.dk/bc_instance/body_surface_area"
"32","Respiratory Rate","https://bc.d4k.dk/bc_instance/respiratory_rate"
"33","Total Body Water Measurement","https://bc.d4k.dk/bc_instance/total_body_water_measurement"
"34","Fetal Heart Rate","https://bc.d4k.dk/bc_instance/fetal_heart_rate"
"35","Ideal Body Weight","https://bc.d4k.dk/bc_instance/ideal_body_weight"
"36","BMI","https://bc.d4k.dk/bc_instance/bmi"
"37","Fetal Estimated Weight","https://bc.d4k.dk/bc_instance/fetal_estimated_weight"
"38","Lean Body Mass","https://bc.d4k.dk/bc_instance/lean_body_mass"
"39","Triceps Skinfold Thicknesss","https://bc.d4k.dk/bc_instance/triceps_skinfold_thicknesss"
"40","Mandibular Length","https://bc.d4k.dk/bc_instance/mandibular_length"
"41","Energy Expenditure","https://bc.d4k.dk/bc_instance/energy_expenditure"
"42","Sagittal Abdominal Diameter","https://bc.d4k.dk/bc_instance/sagittal_abdominal_diameter"
"43","Head Circumference","https://bc.d4k.dk/bc_instance/head_circumference"
"44","Mid-Upper Arm Circumference","https://bc.d4k.dk/bc_instance/mid-upper_arm_circumference"
"45","Fetal Sagittal Abdominal Diameter","https://bc.d4k.dk/bc_instance/fetal_sagittal_abdominal_diameter"
"46","Ulnar Length","https://bc.d4k.dk/bc_instance/ulnar_length"
"47","Temperature","https://bc.d4k.dk/bc_instance/temperature"
"48","Pulse Pressure","https://bc.d4k.dk/bc_instance/pulse_pressure"
"49","Fetal Head Circumference","https://bc.d4k.dk/bc_instance/fetal_head_circumference"
"50","Body Fat Measurement","https://bc.d4k.dk/bc_instance/body_fat_measurement"
"51","Mean Arterial Pressure","https://bc.d4k.dk/bc_instance/mean_arterial_pressure"
"52","Oxygen Saturation Measurement","https://bc.d4k.dk/bc_instance/oxygen_saturation_measurement"
"53","Knee to Heel Length Measurement","https://bc.d4k.dk/bc_instance/knee_to_heel_length_measurement"
"54","Estimated Body Weight","https://bc.d4k.dk/bc_instance/estimated_body_weight"
"55","Hip Circumference","https://bc.d4k.dk/bc_instance/hip_circumference"
"56","Core Body Temperature","https://bc.d4k.dk/bc_instance/core_body_temperature"
"57","Waist Circumference","https://bc.d4k.dk/bc_instance/waist_circumference"
"58","Waist-Hip Ratio","https://bc.d4k.dk/bc_instance/waist-hip_ratio"
"59","Body Frame Size","https://bc.d4k.dk/bc_instance/body_frame_size"
"60","Chest Circumference","https://bc.d4k.dk/bc_instance/chest_circumference"
"61","Subscapular Skinfold Thickness","https://bc.d4k.dk/bc_instance/subscapular_skinfold_thickness"
"62","Electrocardiogram Interpretation","https://bc.d4k.dk/bc_instance/electrocardiogram_interpretation"
