"id:ID","name","mandatory","enabled","uri","canonical"
"63","Test","True","True","https://bc.d4k.dk/bc_template/base_observation/test",""
"64","Position","False","True","https://bc.d4k.dk//position",""
"65","Site of Administration","False","True","https://bc.d4k.dk//site_of_administration",""
"66","Laterality","False","True","https://bc.d4k.dk//laterality",""
"67","Method","False","True","https://bc.d4k.dk//method",""
"68","Date Time","True","True","https://bc.d4k.dk//date_time",""
"69","Result","True","True","https://bc.d4k.dk//result",""
"70","Result Other","False","True","https://bc.d4k.dk//result_other",""
"71","Test","True","True","https://bc.d4k.dk/bc_template/base_laboratory/test",""
"72","Position","False","True","https://bc.d4k.dk//position",""
"73","Site of Administration","False","True","https://bc.d4k.dk//site_of_administration",""
"74","Laterality","False","True","https://bc.d4k.dk//laterality",""
"75","Directionality","False","True","https://bc.d4k.dk//directionality",""
"76","Method","False","True","https://bc.d4k.dk//method",""
"77","Date Time","True","True","https://bc.d4k.dk//date_time",""
"78","Result","True","True","https://bc.d4k.dk//result",""
"79","Specimen","False","True","https://bc.d4k.dk//specimen",""
"80","Event Type","True","True","https://bc.d4k.dk/bc_template/event_observation/event_type",""
"81","Event","True","True","https://bc.d4k.dk//event",""
"82","Serious Event","False","True","https://bc.d4k.dk//serious_event",""
"83","Severity","False","True","https://bc.d4k.dk//severity",""
"84","Causality","False","True","https://bc.d4k.dk//causality",""
"85","Relationship to Non-Study Treatment","False","True","https://bc.d4k.dk//relationship_to_non-study_treatment",""
"86","Action taken","False","True","https://bc.d4k.dk//action_taken",""
"87","Other Action Taken","False","True","https://bc.d4k.dk//other_action_taken",""
"88","Concomitant or Additional Treatment Given","False","True","https://bc.d4k.dk//concomitant_or_additional_treatment_given",""
"89","Outcome","False","True","https://bc.d4k.dk//outcome",""
"90","Pattern of Event","False","True","https://bc.d4k.dk//pattern_of_event",""
"91","Hospitalization Required","False","True","https://bc.d4k.dk//hospitalization_required",""
"92","Is Life Threatening","False","True","https://bc.d4k.dk//is_life_threatening",""
"93","Occurred with Overdose","False","True","https://bc.d4k.dk//occurred_with_overdose",""
"94","Other Medically Important Serious Event","False","True","https://bc.d4k.dk//other_medically_important_serious_event",""
"95","Involves Cancer","False","True","https://bc.d4k.dk//involves_cancer",""
"96","Results in Death","False","True","https://bc.d4k.dk//results_in_death",""
"97","Standard Toxicity Grade","False","True","https://bc.d4k.dk//standard_toxicity_grade",""
"98","Start Date Time","True","True","https://bc.d4k.dk//start_date_time",""
"99","End Date Time","True","True","https://bc.d4k.dk//end_date_time",""
"100","Location of Event","False","True","https://bc.d4k.dk//location_of_event",""
"101","Congenital Anomaly or Birth Defect","False","True","https://bc.d4k.dk//congenital_anomaly_or_birth_defect",""
"102","Persist or Significant Disability/Incapacity","False","True","https://bc.d4k.dk//persist_or_significant_disability/incapacity",""
"103","Intervention Type","True","True","https://bc.d4k.dk/bc_template/intervention/intervention_type",""
"104","Intervention","True","True","https://bc.d4k.dk//intervention",""
"105","Start Date Time","True","True","https://bc.d4k.dk//start_date_time",""
"106","End Date Time","True","True","https://bc.d4k.dk//end_date_time",""
