"id:ID","name","mandatory","enabled","uri","canonical"
"63","Test","True","True","http://id.d4k.dk/dataset/bc_template/base_observation/test",""
"64","Position","False","True","http://id.d4k.dk/dataset/bc_template/base_observation/position",""
"65","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_template/base_observation/site_of_administration",""
"66","Laterality","False","True","http://id.d4k.dk/dataset/bc_template/base_observation/laterality",""
"67","Method","False","True","http://id.d4k.dk/dataset/bc_template/base_observation/method",""
"68","Date Time","True","True","http://id.d4k.dk/dataset/bc_template/base_observation/date_time",""
"69","Result","True","True","http://id.d4k.dk/dataset/bc_template/base_observation/result",""
"70","Result Other","False","True","http://id.d4k.dk/dataset/bc_template/base_observation/result_other",""
"71","Test","True","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/test",""
"72","Position","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/position",""
"73","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/site_of_administration",""
"74","Laterality","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/laterality",""
"75","Directionality","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/directionality",""
"76","Method","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/method",""
"77","Date Time","True","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/date_time",""
"78","Result","True","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/result",""
"79","Specimen","False","True","http://id.d4k.dk/dataset/bc_template/base_laboratory/specimen",""
"80","Event Type","True","True","http://id.d4k.dk/dataset/bc_template/event_observation/event_type",""
"81","Event","True","True","http://id.d4k.dk/dataset/bc_template/event_observation/event",""
"82","Serious Event","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/serious_event",""
"83","Severity","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/severity",""
"84","Causality","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/causality",""
"85","Relationship to Non-Study Treatment","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/relationship_to_non-study_treatment",""
"86","Action taken","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/action_taken",""
"87","Other Action Taken","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/other_action_taken",""
"88","Concomitant or Additional Treatment Given","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/concomitant_or_additional_treatment_given",""
"89","Outcome","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/outcome",""
"90","Pattern of Event","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/pattern_of_event",""
"91","Hospitalization Required","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/hospitalization_required",""
"92","Is Life Threatening","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/is_life_threatening",""
"93","Occurred with Overdose","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/occurred_with_overdose",""
"94","Other Medically Important Serious Event","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/other_medically_important_serious_event",""
"95","Involves Cancer","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/involves_cancer",""
"96","Results in Death","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/results_in_death",""
"97","Standard Toxicity Grade","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/standard_toxicity_grade",""
"98","Start Date Time","True","True","http://id.d4k.dk/dataset/bc_template/event_observation/start_date_time",""
"99","End Date Time","True","True","http://id.d4k.dk/dataset/bc_template/event_observation/end_date_time",""
"100","Location of Event","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/location_of_event",""
"101","Congenital Anomaly or Birth Defect","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/congenital_anomaly_or_birth_defect",""
"102","Persist or Significant Disability/Incapacity","False","True","http://id.d4k.dk/dataset/bc_template/event_observation/persist_or_significant_disability/incapacity",""
"103","Intervention Type","True","True","http://id.d4k.dk/dataset/bc_template/intervention/intervention_type",""
"104","Intervention","True","True","http://id.d4k.dk/dataset/bc_template/intervention/intervention",""
"105","Start Date Time","True","True","http://id.d4k.dk/dataset/bc_template/intervention/start_date_time",""
"106","End Date Time","True","True","http://id.d4k.dk/dataset/bc_template/intervention/end_date_time",""
