"id:ID","name","collect","enabled","uri","uuid"
"89","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_serum/plasma/test","6614aed4-0542-4d18-a904-d500542d980a"
"90","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_serum/plasma/result","a9793c17-19ee-478c-b5b7-f140412b67f4"
"91","Specimen","False","True","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_serum/plasma/specimen","e08a3486-6cbc-49c5-b647-1ead87bb6e62"
"92","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure/test","0aa6c5c1-9cec-47db-ba9d-acb7c97a187d"
"93","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure/result","2d1dfaf2-2e34-45bc-b5e7-dd799472cc24"
"94","Position","False","True","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure/position","f35e0f38-73e5-44be-9d88-99b76060a4da"
"95","Site of Administration","False","True","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure/site_of_administration","42284fb6-82bf-47d2-9363-da3a0b330733"
"96","Laterality","False","True","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure/laterality","4f905171-0ac8-4889-934a-73e01c6d9e4b"
"97","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_urine/test","cf249d22-c677-4e42-86b3-5cbced050841"
"98","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_urine/result","7ed95c16-cd38-4d6e-9c39-4baad860ce92"
"99","Specimen","False","True","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_urine/specimen","8d96136a-6d11-41f8-b1a5-361c06a0e3f6"
"100","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_serum/test","2ca4cd02-5739-4088-8b08-cce03c2cf005"
"101","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_serum/result","42d7ad48-fa4a-4c0d-80fb-5e7edc6ff981"
"102","Specimen","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_serum/specimen","2871bb28-0761-40b6-b59e-1cb352518df5"
"103","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure/test","b7821224-39c9-4769-ac54-29104cb8b8c0"
"104","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure/result","8960a7cd-0a53-4c37-96ab-603b5b5a53d3"
"105","Position","False","True","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure/position","6d1a6f27-7d55-4c92-87c4-243e9a217488"
"106","Site of Administration","False","True","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure/site_of_administration","74ac7df3-9069-4a2d-81f0-bd718d93f014"
"107","Laterality","False","True","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure/laterality","fe713335-83fd-4fa2-b113-9bd4ec71f34d"
"108","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/basophil_concentration_in_blood/test","520251ba-8948-4e65-b48b-ec904877e5d2"
"109","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/basophil_concentration_in_blood/result","0fe4db95-6868-4481-872c-449ac4efb30e"
"110","Specimen","False","True","https://bc.d4k.dk/cdisc/bc_instance/basophil_concentration_in_blood/specimen","803a4807-b82f-437c-bf70-7ef3e6229c41"
"111","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_in_urine_by_dipstick/test","324b828f-e15f-4d83-bf55-d17755ed8d83"
"112","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_in_urine_by_dipstick/result","d6c74963-6fb3-4810-a358-64312bcf7139"
"113","Specimen","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_in_urine_by_dipstick/specimen","1211f60d-077f-4174-8f6a-4f64a40ba0c9"
"114","Method","False","True","https://bc.d4k.dk/cdisc/bc_instance/glucose_in_urine_by_dipstick/method","03a1cab8-ab96-4b92-9d26-a94e46701d8b"
"115","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/weight/test","ab2110a4-1174-4580-853a-2d1c09a60be1"
"116","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/weight/result","57de4d68-79a7-4ee0-97cc-b101f6c6e188"
"117","Test","False","True","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_blood/test","1fd39ef7-a8c6-4d8c-98ab-e34bc3b2f9b1"
"118","Result","False","True","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_blood/result","ba665c8f-0081-423d-af45-b0bc6c0c40a4"
