"id:ID","name","uri","uuid"
"6","Potassium Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_serum/plasma","440720b0-0f0e-41a4-8a8c-3a230885eef6"
"7","Diastolic Blood Pressure","https://bc.d4k.dk/cdisc/bc_instance/diastolic_blood_pressure","93a42c28-c495-4bb7-8139-7ebbec2553bf"
"8","Sodium Concentration in Urine","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_urine","6f51b954-e8e6-4bef-b560-3a27b825f397"
"9","Glucose Concentration in Serum","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_serum","107519c6-1981-438d-a6bc-ff44d811ba61"
"10","Systolic Blood Pressure","https://bc.d4k.dk/cdisc/bc_instance/systolic_blood_pressure","0476fa51-50f0-48ef-8eb8-0f35a172317c"
"11","Basophil Concentration in Blood","https://bc.d4k.dk/cdisc/bc_instance/basophil_concentration_in_blood","e71807a5-16a2-4c95-af10-65db38b45e6c"
"12","Glucose in Urine by Dipstick","https://bc.d4k.dk/cdisc/bc_instance/glucose_in_urine_by_dipstick","2c4ed0b4-8122-4e28-a867-f299ca2be802"
"13","Weight","https://bc.d4k.dk/cdisc/bc_instance/weight","f54ae3a4-dd59-462f-a290-88892e13766d"
"14","Sodium Concentration in Blood","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_blood","4cddff16-098d-4056-9023-f62d2c97e114"
"15","Height","https://bc.d4k.dk/cdisc/bc_instance/height","37261095-5891-4c3c-8843-47a1f8949b4d"
"16","Alanine Aminotransferase Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/alanine_aminotransferase_concentration_in_serum/plasma","56a94a49-f4dc-48a0-a8cb-fd9d13caa9ae"
"17","Heart Rate","https://bc.d4k.dk/cdisc/bc_instance/heart_rate","13630e61-9aa2-4fc3-aea0-7cd50c4714c8"
"18","Potassium Concentration in Blood","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_blood","d9bcfb4c-3aa2-4083-883d-2460951d7c2a"
"19","Pulse","https://bc.d4k.dk/cdisc/bc_instance/pulse","7ef63041-c419-42a4-be0a-37d1130cc8b9"
"20","Glucose Concentration in Plasma","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_plasma","2ca796a1-ddcd-4cee-ae2d-e756ba64a20a"
"21","Respiratory Rate","https://bc.d4k.dk/cdisc/bc_instance/respiratory_rate","057771b6-92dd-41ff-8cbc-366a321888c3"
"22","Sodium Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/sodium_concentration_in_serum/plasma","34e13ca0-d4ec-4293-8a9b-9dd418ae7ff4"
"23","Albumin Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/albumin_concentration_in_serum/plasma","197851eb-00bf-47b0-bdec-1cf852763054"
"24","Body Mass Index","https://bc.d4k.dk/cdisc/bc_instance/body_mass_index","c63f17ad-754f-4778-9c78-16c9da6f6c1a"
"25","Glucose Concentration in Blood","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_blood","8d3415f1-2a02-4850-ab22-7ef3cdc2df35"
"26","Glucose Concentration in Urine","https://bc.d4k.dk/cdisc/bc_instance/glucose_concentration_in_urine","5704076e-26dd-4f69-983b-3535aea27eec"
"27","Temperature","https://bc.d4k.dk/cdisc/bc_instance/temperature","388af270-9c74-4c4d-9c9c-55ac027acba8"
"28","Creatinine Concentration in Urine","https://bc.d4k.dk/cdisc/bc_instance/creatinine_concentration_in_urine","03f9544e-2f45-4836-a3ce-624ad7dd3a2d"
"29","Albumin Concentration in Urine","https://bc.d4k.dk/cdisc/bc_instance/albumin_concentration_in_urine","5c544668-ae65-4236-985b-aaaeec7fee3f"
"30","Creatinine Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/creatinine_concentration_in_serum/plasma","5860e1f3-5e67-4535-b82d-74b87014a362"
"31","Aspartate Aminotransferase in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/aspartate_aminotransferase_in_serum/plasma","40e0f79c-ad73-44aa-b76a-9760b3d1f290"
"32","Waist Circumference","https://bc.d4k.dk/cdisc/bc_instance/waist_circumference","038b6a86-b839-4436-a261-a748f1326bf8"
"33","Hemoglobin in Blood by Dipstick","https://bc.d4k.dk/cdisc/bc_instance/hemoglobin_in_blood_by_dipstick","abdb5d6e-dcd3-40b5-8a0f-f1014c1613dc"
"34","Hemoglobin Concentration in Blood","https://bc.d4k.dk/cdisc/bc_instance/hemoglobin_concentration_in_blood","ab881b78-25d9-4090-88ba-eb3cbae6e53d"
"35","Frame Size","https://bc.d4k.dk/cdisc/bc_instance/frame_size","b22eb0d1-7ac6-44e7-bacf-2f2f4c8782a3"
"36","Alkaline Phosphatase Concentration in Serum/Plasma","https://bc.d4k.dk/cdisc/bc_instance/alkaline_phosphatase_concentration_in_serum/plasma","11de921a-2965-4316-8622-d2afe1a19162"
"37","Potassium Concentration in Urine","https://bc.d4k.dk/cdisc/bc_instance/potassium_concentration_in_urine","bc455f55-0bf7-4c3b-a8ea-526fb87c4a94"
