"id:ID","name","mandatory","enabled","uri","uuid","canonical"
"38","Test","True","True","https://bc.d4k.dk/cdisc/bc_template/base_observation/test","6cd1a654-ba84-4a09-be98-bc4c0414a03d","TEST"
"39","Position","False","True","https://bc.d4k.dk/cdisc/position","48f98504-1daf-4eb3-a7ab-07f095a917e1",""
"40","Site of Administration","False","True","https://bc.d4k.dk/cdisc/site_of_administration","2258aa32-0b8e-4a3b-ba9a-b3566d522689",""
"41","Laterality","False","True","https://bc.d4k.dk/cdisc/laterality","adc67fa8-515f-452e-8a83-a3a3d9e369da","LATERALITY"
"42","Method","False","True","https://bc.d4k.dk/cdisc/method","b7e62812-1fd6-4164-899f-4b1cbc36749d",""
"43","Date Time","True","True","https://bc.d4k.dk/cdisc/date_time","a1860f4d-7585-4caa-97c1-59ac454cfe94","DATE TIME"
"44","Result","True","True","https://bc.d4k.dk/cdisc/result","2748cf72-9434-492d-894f-c3479f201dfe","RESULT"
"45","Result Other","False","True","https://bc.d4k.dk/cdisc/result_other","3ff2876f-16ef-4394-8d02-5dcac5d42abb","RESULT OTHER"
"46","Test","True","True","https://bc.d4k.dk/cdisc/bc_template/base_laboratory/test","5e571f2d-8271-4c1b-9d36-3c597d3e9425","TEST"
"47","Position","False","True","https://bc.d4k.dk/cdisc/position","ff558750-c4a2-4842-a18e-df7ac364d3a4",""
"48","Site of Administration","False","True","https://bc.d4k.dk/cdisc/site_of_administration","01cc0103-12b6-443d-9181-9a5a15c2fc59",""
"49","Laterality","False","True","https://bc.d4k.dk/cdisc/laterality","dba2bff2-42a9-4766-96c7-2c8ebc7dc605",""
"50","Directionality","False","True","https://bc.d4k.dk/cdisc/directionality","20ce8da3-bec8-4523-b562-b8e25bd97346",""
"51","Method","False","True","https://bc.d4k.dk/cdisc/method","5a2a6e01-862d-4c51-b4a4-49b48c59344f",""
"52","Date Time","True","True","https://bc.d4k.dk/cdisc/date_time","984fdd79-805b-452a-bec5-c230a84d03c1","DATE TIME"
"53","Result","True","True","https://bc.d4k.dk/cdisc/result","16f84bb6-f622-4f39-828f-1d61e98ad85f",""
"54","Specimen","False","True","https://bc.d4k.dk/cdisc/specimen","fd2552ea-5de9-4aae-9243-23440af71d66",""
"55","Event Type","True","True","https://bc.d4k.dk/cdisc/bc_template/event_observation/event_type","e45fd70c-03cc-4b2c-855a-fba16ba1c0fa",""
"56","Event","True","True","https://bc.d4k.dk/cdisc/event","0c1fe001-fa32-4aea-95f9-aed317fb13c2","TERM"
"57","Result","True","True","https://bc.d4k.dk/cdisc/result","37661d51-e8b6-42a2-91a3-fe914b84f3bb",""
"58","Serious Event","False","True","https://bc.d4k.dk/cdisc/serious_event","78164ee9-ba1c-4f37-ba15-85c3a64f3a3f",""
"59","Severity","False","True","https://bc.d4k.dk/cdisc/severity","52b086b9-8c0f-4e66-992d-3ca159de6c45",""
"60","Causality","False","True","https://bc.d4k.dk/cdisc/causality","e6c41ab3-e815-4e5f-b358-e5966bff9526",""
