"id:ID","name","uri"
"250","coding","http://id.d4k.dk/dataset/bc_instance/exposure/drug_exposure/coding"
"251","codeable_concept","http://id.d4k.dk/dataset/bc_instance/exposure/intervention/codeable_concept"
"252","date_time","http://id.d4k.dk/dataset/bc_instance/exposure/start_date_time/date_time"
"253","date_time","http://id.d4k.dk/dataset/bc_instance/exposure/end_date_time/date_time"
"254","coding","http://id.d4k.dk/dataset/bc_instance/adverse_event/event_type/coding"
"255","codeable_concept","http://id.d4k.dk/dataset/bc_instance/adverse_event/event/codeable_concept"
"256","coding","http://id.d4k.dk/dataset/bc_instance/adverse_event/serious_event/coding"
"257","date_time","http://id.d4k.dk/dataset/bc_instance/adverse_event/start_date_time/date_time"
"258","date_time","http://id.d4k.dk/dataset/bc_instance/adverse_event/end_date_time/date_time"
"259","coding","http://id.d4k.dk/dataset/bc_instance/glucose/test/coding"
"260","coding","http://id.d4k.dk/dataset/bc_instance/glucose/specimen/coding"
"261","quantity","http://id.d4k.dk/dataset/bc_instance/glucose/result/quantity"
"262","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/test/coding"
"263","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/specimen/coding"
"264","quantity","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/result/quantity"
"265","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/test/coding"
"266","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/specimen/coding"
"267","quantity","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/result/quantity"
"268","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/test/coding"
"269","coding","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/specimen/coding"
"270","quantity","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/result/quantity"
"271","coding","http://id.d4k.dk/dataset/bc_instance/race/test/coding"
"272","date_time","http://id.d4k.dk/dataset/bc_instance/race/date_time/date_time"
"273","coding","http://id.d4k.dk/dataset/bc_instance/race/result/coding"
"274","string","http://id.d4k.dk/dataset/bc_instance/race/result_other/string"
"275","coding","http://id.d4k.dk/dataset/bc_instance/sex/test/coding"
"276","date_time","http://id.d4k.dk/dataset/bc_instance/sex/date_time/date_time"
"277","coding","http://id.d4k.dk/dataset/bc_instance/sex/result/coding"
"278","coding","http://id.d4k.dk/dataset/bc_instance/age/test/coding"
"279","date_time","http://id.d4k.dk/dataset/bc_instance/age/date_time/date_time"
"280","quantity","http://id.d4k.dk/dataset/bc_instance/age/result/quantity"
"281","coding","http://id.d4k.dk/dataset/bc_instance/ethnicity/test/coding"
"282","date_time","http://id.d4k.dk/dataset/bc_instance/ethnicity/date_time/date_time"
"283","coding","http://id.d4k.dk/dataset/bc_instance/ethnicity/result/coding"
"284","coding","http://id.d4k.dk/dataset/bc_instance/weight/test/coding"
"285","date_time","http://id.d4k.dk/dataset/bc_instance/weight/date_time/date_time"
"286","quantity","http://id.d4k.dk/dataset/bc_instance/weight/result/quantity"
