"id:ID","name","collect","enabled","uri"
"59","Drug Exposure","False","True","http://id.d4k.dk/dataset/bc_instance/exposure/drug_exposure"
"60","Intervention","False","True","http://id.d4k.dk/dataset/bc_instance/exposure/intervention"
"61","Start Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/exposure/start_date_time"
"62","End Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/exposure/end_date_time"
"63","Event Type","False","True","http://id.d4k.dk/dataset/bc_instance/adverse_event/event_type"
"64","Event","False","True","http://id.d4k.dk/dataset/bc_instance/adverse_event/event"
"65","Serious Event","False","True","http://id.d4k.dk/dataset/bc_instance/adverse_event/serious_event"
"66","Start Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/adverse_event/start_date_time"
"67","End Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/adverse_event/end_date_time"
"68","Test","False","True","http://id.d4k.dk/dataset/bc_instance/glucose/test"
"69","Specimen","True","True","http://id.d4k.dk/dataset/bc_instance/glucose/specimen"
"70","Result","True","True","http://id.d4k.dk/dataset/bc_instance/glucose/result"
"71","Test","False","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/test"
"72","Specimen","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/specimen"
"73","Result","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_blood/result"
"74","Test","False","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/test"
"75","Specimen","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/specimen"
"76","Result","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_serum/result"
"77","Test","False","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/test"
"78","Specimen","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/specimen"
"79","Result","True","True","http://id.d4k.dk/dataset/bc_instance/glucose_in_urine/result"
"80","Test","False","True","http://id.d4k.dk/dataset/bc_instance/race/test"
"81","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/race/date_time"
"82","Result","True","True","http://id.d4k.dk/dataset/bc_instance/race/result"
"83","Result Other","True","True","http://id.d4k.dk/dataset/bc_instance/race/result_other"
"84","Test","False","True","http://id.d4k.dk/dataset/bc_instance/sex/test"
"85","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/sex/date_time"
"86","Result","True","True","http://id.d4k.dk/dataset/bc_instance/sex/result"
"87","Test","False","True","http://id.d4k.dk/dataset/bc_instance/age/test"
"88","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/age/date_time"
"89","Result","True","True","http://id.d4k.dk/dataset/bc_instance/age/result"
"90","Test","False","True","http://id.d4k.dk/dataset/bc_instance/ethnicity/test"
"91","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/ethnicity/date_time"
"92","Result","True","True","http://id.d4k.dk/dataset/bc_instance/ethnicity/result"
"93","Test","False","True","http://id.d4k.dk/dataset/bc_instance/neck_circumference/test"
"94","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/neck_circumference/date_time"
"95","Result","False","True","http://id.d4k.dk/dataset/bc_instance/neck_circumference/result"
"96","Test","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/test"
"97","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/date_time"
"98","Position","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/position"
"99","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/site_of_administration"
"100","Laterality","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/laterality"
"101","Result","False","True","http://id.d4k.dk/dataset/bc_instance/diastolic_blood_pressure/result"
"102","Test","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/test"
"103","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/date_time"
"104","Position","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/position"
"105","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/site_of_administration"
"106","Laterality","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/laterality"
"107","Result","False","True","http://id.d4k.dk/dataset/bc_instance/systolic_blood_pressure/result"
"108","Test","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/test"
"109","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/date_time"
"110","Position","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/position"
"111","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/site_of_administration"
"112","Laterality","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/laterality"
"113","Result","False","True","http://id.d4k.dk/dataset/bc_instance/peripheral_body_temperature/result"
"114","Test","False","True","http://id.d4k.dk/dataset/bc_instance/fraction_of_inspired_oxygen/test"
"115","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/fraction_of_inspired_oxygen/date_time"
"116","Result","False","True","http://id.d4k.dk/dataset/bc_instance/fraction_of_inspired_oxygen/result"
"117","Test","False","True","http://id.d4k.dk/dataset/bc_instance/weight/test"
"118","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/weight/date_time"
"119","Result","True","True","http://id.d4k.dk/dataset/bc_instance/weight/result"
"120","Test","False","True","http://id.d4k.dk/dataset/bc_instance/fetal_mandibular_length/test"
"121","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/fetal_mandibular_length/date_time"
"122","Result","False","True","http://id.d4k.dk/dataset/bc_instance/fetal_mandibular_length/result"
"123","Test","False","True","http://id.d4k.dk/dataset/bc_instance/height/test"
"124","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/height/date_time"
"125","Result","False","True","http://id.d4k.dk/dataset/bc_instance/height/result"
"126","Test","False","True","http://id.d4k.dk/dataset/bc_instance/total_body_length/test"
"127","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/total_body_length/date_time"
"128","Result","False","True","http://id.d4k.dk/dataset/bc_instance/total_body_length/result"
"129","Test","False","True","http://id.d4k.dk/dataset/bc_instance/heart_rate/test"
"130","Position","False","True","http://id.d4k.dk/dataset/bc_instance/heart_rate/position"
"131","Site of Administration","False","True","http://id.d4k.dk/dataset/bc_instance/heart_rate/site_of_administration"
"132","Laterality","False","True","http://id.d4k.dk/dataset/bc_instance/heart_rate/laterality"
"133","Result","False","True","http://id.d4k.dk/dataset/bc_instance/heart_rate/result"
"134","Test","False","True","http://id.d4k.dk/dataset/bc_instance/oxygen_saturation/fraction_inspired_o2/test"
"135","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/oxygen_saturation/fraction_inspired_o2/date_time"
"136","Result","False","True","http://id.d4k.dk/dataset/bc_instance/oxygen_saturation/fraction_inspired_o2/result"
"137","Test","False","True","http://id.d4k.dk/dataset/bc_instance/forearm_circumference/test"
"138","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/forearm_circumference/date_time"
"139","Result","False","True","http://id.d4k.dk/dataset/bc_instance/forearm_circumference/result"
"140","Test","False","True","http://id.d4k.dk/dataset/bc_instance/basal_metabolic_rate/test"
"141","Date Time","False","True","http://id.d4k.dk/dataset/bc_instance/basal_metabolic_rate/date_time"
"142","Result","False","True","http://id.d4k.dk/dataset/bc_instance/basal_metabolic_rate/result"
"143","Test","False","True","http://id.d4k.dk/dataset/bc_instance/maximum_predicted_heart_rate/test"
