"id:ID","name","uri"
"49","coding","http://id.d4k.dk/dataset/bc_template/base_observation/test/coding"
"50","coding","http://id.d4k.dk/dataset/bc_template/base_observation/position/coding"
"51","coding","http://id.d4k.dk/dataset/bc_template/base_observation/site_of_administration/coding"
"52","coding","http://id.d4k.dk/dataset/bc_template/base_observation/laterality/coding"
"53","coding","http://id.d4k.dk/dataset/bc_template/base_observation/method/coding"
"54","date_time","http://id.d4k.dk/dataset/bc_template/base_observation/date_time/date_time"
"55","quantity","http://id.d4k.dk/dataset/bc_template/base_observation/result/quantity"
"56","coding","http://id.d4k.dk/dataset/bc_template/base_observation/result/coding"
"57","string","http://id.d4k.dk/dataset/bc_template/base_observation/result_other/string"
"58","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/test/coding"
"59","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/position/coding"
"60","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/site_of_administration/coding"
"61","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/laterality/coding"
"62","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/directionality/coding"
"63","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/method/coding"
"64","date_time","http://id.d4k.dk/dataset/bc_template/base_laboratory/date_time/date_time"
"65","quantity","http://id.d4k.dk/dataset/bc_template/base_laboratory/result/quantity"
"66","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/result/coding"
"67","coding","http://id.d4k.dk/dataset/bc_template/base_laboratory/specimen/coding"
"68","coding","http://id.d4k.dk/dataset/bc_template/event_observation/event_type/coding"
"69","codeable_concept","http://id.d4k.dk/dataset/bc_template/event_observation/event/codeable_concept"
"70","coding","http://id.d4k.dk/dataset/bc_template/event_observation/serious_event/coding"
"71","coding","http://id.d4k.dk/dataset/bc_template/event_observation/severity/coding"
"72","coding","http://id.d4k.dk/dataset/bc_template/event_observation/causality/coding"
"73","coding","http://id.d4k.dk/dataset/bc_template/event_observation/relationship_to_non-study_treatment/coding"
"74","coding","http://id.d4k.dk/dataset/bc_template/event_observation/action_taken/coding"
"75","coding","http://id.d4k.dk/dataset/bc_template/event_observation/other_action_taken/coding"
"76","coding","http://id.d4k.dk/dataset/bc_template/event_observation/concomitant_or_additional_treatment_given/coding"
"77","coding","http://id.d4k.dk/dataset/bc_template/event_observation/outcome/coding"
"78","coding","http://id.d4k.dk/dataset/bc_template/event_observation/pattern_of_event/coding"
"79","coding","http://id.d4k.dk/dataset/bc_template/event_observation/hospitalization_required/coding"
"80","coding","http://id.d4k.dk/dataset/bc_template/event_observation/is_life_threatening/coding"
"81","coding","http://id.d4k.dk/dataset/bc_template/event_observation/occurred_with_overdose/coding"
"82","coding","http://id.d4k.dk/dataset/bc_template/event_observation/other_medically_important_serious_event/coding"
"83","coding","http://id.d4k.dk/dataset/bc_template/event_observation/involves_cancer/coding"
"84","coding","http://id.d4k.dk/dataset/bc_template/event_observation/results_in_death/coding"
"85","coding","http://id.d4k.dk/dataset/bc_template/event_observation/standard_toxicity_grade/coding"
"86","date_time","http://id.d4k.dk/dataset/bc_template/event_observation/start_date_time/date_time"
"87","date_time","http://id.d4k.dk/dataset/bc_template/event_observation/end_date_time/date_time"
"88","coding","http://id.d4k.dk/dataset/bc_template/event_observation/location_of_event/coding"
"89","coding","http://id.d4k.dk/dataset/bc_template/event_observation/congenital_anomaly_or_birth_defect/coding"
"90","coding","http://id.d4k.dk/dataset/bc_template/event_observation/persist_or_significant_disability/incapacity/coding"
"91","coding","http://id.d4k.dk/dataset/bc_template/intervention/intervention_type/coding"
"92","codeable_concept","http://id.d4k.dk/dataset/bc_template/intervention/intervention/codeable_concept"
"93","date_time","http://id.d4k.dk/dataset/bc_template/intervention/start_date_time/date_time"
"94","date_time","http://id.d4k.dk/dataset/bc_template/intervention/end_date_time/date_time"
